user_id,nickname,avatar,ip_location,add_ts,last_modify_ts,note_id,type,title,desc,video_url,time,last_update_time,liked_count,collected_count,comment_count,share_count,image_list,tag_list,note_url,source_keyword
67b5976a000000000e01d0f1,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31el04e8g526g5ptlitl3jk7h0ab4g20,江苏,1742823607022,1742823606902,67e1166c000000001c00d7f0,normal,瞬间对Trading的兴趣爆棚! ! !,"[派对R][派对R][派对R]在金融领域，人工智能的应用正逐渐改变投资决策的方式。这一个项目“AI Hedge Fund”为我们提供了一个极具启发性的案例。这个项目是一个概念验证，旨在通过人工智能技术来模拟对冲基金的交易决策过程。它以教育和研究为目的，而非用于实际的交易或投资。
	
[哇R][哇R][哇R]项目的核心是一个由多种“代理”组成的系统，每个代理都模拟了一种特定的投资策略或分析方法。例如，有以价值投资著称的“本·格雷厄姆代理”，它专注于寻找具有安全边际的隐藏宝石；还有以激进投资风格闻名的“比尔·阿克曼代理”，它敢于大胆建仓并推动变革。此外，还有“凯西·伍德代理”，它代表了对创新和颠覆性力量的信仰；以及“查理·芒格代理”，它追求以合理价格购买优质企业。
	
[害羞R][害羞R][害羞R]除了这些以知名投资者命名的代理外，系统还包括了“估值代理”，用于计算股票的内在价值并生成交易信号；“情绪代理”，分析市场情绪并据此做出交易决策；“基本面代理”，深入研究公司的财务数据；“技术分析代理”，通过技术指标来寻找交易机会；以及“风险管理代理”和“投资组合管理代理”，分别负责风险控制和最终的投资组合决策。
	
[赞R][赞R][赞R]这个项目通过模拟这些不同的投资策略和分析方法，展示了人工智能如何整合多方面的信息和逻辑，从而为投资决策提供支持。它不仅让我们看到了人工智能在金融领域的潜力，也提醒我们，在实际应用中，需要谨慎对待技术的局限性和市场的不确定性。
	
#AI科普[话题]# #Transformer[话题]# #深度学习[话题]# #NLP[话题]# #科技创新[话题]##自注意力机制[话题]# #自然语言处理[话题]# #深度学习[话题]#＃计算机视觉 #图像分割[话题]##机器学习[话题]##AI[话题]##Hedge[话题]##Fund[话题]#",,1742804588000,1742804589000,10+,10+,6,3,"http://sns-webpic-qc.xhscdn.com/202503242140/1580c57ec0ece4c704f31348a2eab8d1/notes_pre_post/1040g3k031fcdbvpf6q4g5ptlitl3jk7h1p79u5g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503242140/63f04f9a0f7ab00c9375b680d3bd82c2/notes_pre_post/1040g3k031fcdbvpf6q205ptlitl3jk7hdi5ir30!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503242140/a3b264a585b433443873329acad6a34b/notes_pre_post/1040g3k031fcdbvpf6q3g5ptlitl3jk7hifoili8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503242140/b97ea6dc4d306e6351c93621142d5933/notes_pre_post/1040g3k031fcdbvpf6q405ptlitl3jk7h2krt5r8!nd_dft_wlteh_jpg_3","AI科普,Transformer,深度学习,NLP,科技创新,自注意力机制,自然语言处理,图像分割,机器学习,AI,Hedge,Fund",https://www.xiaohongshu.com/explore/67e1166c000000001c00d7f0?xsec_token=ABuY0oOstP9x-H5FY1X1ZcGK3xTYSMQFh7wFjfRthhJDE=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570049680,1742570049568,622df37b00000000010255d2,normal,【小测试】我是否应当入行做产品经理？,"再过六个月就要秋招了，然而互联网产品经理对你而言，真的是一个好的职业方向嘛？来做个小测试吧！
	
欢迎大家分享自己的答案哟。
	
另外 如果你在准备春招，可以找我聊聊。
	
#快速转行做产品经理[话题]#",,1647178619000,1647178826000,10+,10+,10+,10+,"http://sns-webpic-qc.xhscdn.com/202503212314/77ae2060dab5d82b2c68e97f59dcfdfc/01023d01kq7w8doth020119urt390zd4c3!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/32ec1c17934e51327920b2b25f61e7e9/01023d01kq7w8doth020119urt3afecjzs!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/e5ae6c9f6c4a59b45295ccb299591cd3/01023d01kq7w8doth020119urt3bww2db6!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/5cdc7b7e0f7e5b022dbafc716daaa371/01023d01kq7w8doth020119urt3cvj4500!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/226f0672db943ba48b7e306564a9a200/01023d01kq7w8doth020119urt3drou5dh!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/28574143522342bc88be4566e1d87913/01023d01kq7w8doth02011abtos0368ver!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/6b32a62c1884377a5d152fbb0d257d64/01023d01kq7w8doth02011abtos164jbrd!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212314/9cc04c03a674cbfeff2f530e62b425dd/01023d01kq7w8doth02011abtos2gjfljl!nd_dft_wlteh_jpg_3",快速转行做产品经理,https://www.xiaohongshu.com/explore/622df37b00000000010255d2?xsec_token=ABW4lmFYTf9UVOwf0ItbIPFaz2Jnzkqk42-LV7bKGtEOI=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570049441,1742570049335,6230abc4000000000102e13d,normal,来个有意思的小测试,"看似皮一下，实则值得思考。
#快速转行做产品经理[话题]#",,1647356868000,1647357173000,10+,10+,10+,1,http://sns-webpic-qc.xhscdn.com/202503212314/95ac613971bec54df4933335fe0f6930/01023f01kq7w8doth02011dkpsl0kp0gv5!nd_dft_wlteh_jpg_3,快速转行做产品经理,https://www.xiaohongshu.com/explore/6230abc4000000000102e13d?xsec_token=ABl41ZHgQl-BJjrd4vksAY2B6orFhSrfR_PY13b9OnxMA=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570049070,1742570048949,623305dd000000000102abb9,normal,【小测试】产品经理实习求职问题定位,"简化策略，帮你定位产品经理实习过程中的问题。
介绍一下自己，某个你大概率听过的互联网公司2年经验产品经理。日常也在面试pm实习生。因为自己当初是零经验上岸的校招，因此面对零经验候选人能拉一把就拉一把。
#产品经理面经[话题]#",,1647511005000,1647511005000,10+,10+,7,1,"http://sns-webpic-qc.xhscdn.com/202503212313/25b84eabab74d97ca3ab364b8b90e934/01023h01kq7w8doth020112gl4b0jqu6iq!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/23ae085a0a3d3870820612cbfc29bd9b/01023h01kq7w8doth020112gl4b1nxbsv4!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/392e79a292e71006552982563fde1b22/01023h01kq7w8doth020112gl4b2w0xaq4!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/38c9e1975adfab0b092fe7a812f6a3f0/01023h01kq7w8doth020112gl4b332gat1!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/6e436b05dc59a2fdfc4c5b911666bf99/01023h01kq7w8doth020112gl4b4ne1gf4!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/154aa577cea3afece5e21ce65f3982db/01023h01kq7w8doth020112gl4b5b5jhj1!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/5a0231b156971e002304075eaa13f62c/01023h01kq7w8doth020112gl4b66nzg7c!nd_dft_wlteh_jpg_3",产品经理面经,https://www.xiaohongshu.com/explore/623305dd000000000102abb9?xsec_token=ABW7hsjCDxlWZnvA1mjNpLMMh-bdj0uioe_6yA1J1_8vc=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570047883,1742570047772,623490c10000000021036ba5,normal,【小测试】如何拿产品实习offer,"想要拿offer，首先要定位问题
互联网产品经理实习求职，如何判断现状并制定目标？
小测试，就一道题，答案来找我哟
	
#快速转行做产品经理[话题]#",,1647612097000,1647612097000,9,5,10+,3,http://sns-webpic-qc.xhscdn.com/202503212313/29963d4ec3080d9dcad8770740b6163c/01023i01kq7w8doth02011b7lgy0mp75st!nd_dft_wlteh_jpg_3,快速转行做产品经理,https://www.xiaohongshu.com/explore/623490c10000000021036ba5?xsec_token=ABtXwH0MZr0K2r340JBzyQS4SugzSE8dRsOsb3ge1sg9c=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570028364,1742570028202,6235e349000000002103795e,normal,产品经理面试，需要带原型图么？,"也许你知道答案，但你知道原因嘛
来找我吧！
#快速转行做产品经理[话题]#",,1647698761000,1647698762000,10+,8,10+,1,http://sns-webpic-qc.xhscdn.com/202503212313/b294a0c6102ce22d7b26afb45bd5d724/01023j01kq7w8doth02011bd9jr033jqpt!nd_dft_wlteh_jpg_3,快速转行做产品经理,https://www.xiaohongshu.com/explore/6235e349000000002103795e?xsec_token=ABQwOzihUIQHwhOzjJNCtT1R15mVWmmDFvzeVcm0wms2A=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570028078,1742570027965,6236a8d30000000001025541,normal,“为什么我的简历总是被拒”,"[暗中观察R]因为面试官懒，比如我，要是我把每个人简历读1分钟，一天的工作就结束了。所以很多时候你拿不到面试机会，只是供需关系太崩盘，导致你的运气不好。多投递就好了，别灰心。
[扶墙R]but这不代表你的简历没问题！！我每次读简历，至少80%的简历都槽点满满！！
[萌萌哒R]所以！！求职产品经理实习生的同学们，可以把简历发我，我带你沉浸式体验一波面试官视角，让你知己知彼。
#简历[话题]#",,1647749331000,1647749331000,10+,9,10+,0,"http://sns-webpic-qc.xhscdn.com/202503212313/7b12281baaa5262f501e6085b38c5a69/01023k01kq7w8doth02010q1as302928q9!nd_dft_wgth_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/46c45b334a59fcf9c54bb61a61fa17f9/01023k01kq7w8doth02010q1as31dk24wc!nd_dft_wgth_jpg_3",简历,https://www.xiaohongshu.com/explore/6236a8d30000000001025541?xsec_token=ABviNd7dr_DBk2PydZikufA9pmMwQTfClu-Ewcx37q9S4=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570027841,1742570027607,623736770000000001024668,normal,来分享下，你的产品经理春招战况！,"[萌萌哒R]三月过半，求职互联网产品经理的同学们战况如何呀？
[哇R]来说说自己目前进行了几场面试、拿到多少offer了！
[斜眼R]求职中需要帮助的小伙伴，可以来找我case by case定位问题哟！
[飞吻R]最后介绍下我自己！某个你大概率听过的app的策略产品经理，2020年0经验校招入行，目前快两年色工作经验。带实习生，所以日常面试实习生，并且我直接为招聘结果负责（说人话就是我过了就发offer），所以我可能是最懂实习生面试官的人了，因为我自己就是，哈哈哈哈
	
#快速转行做产品经理[话题]#",,1647785591000,1647786993000,10+,10+,10+,1,http://sns-webpic-qc.xhscdn.com/202503212313/a6d0074c900aff5850e265a634c66f61/01023k01kq7w8doth02011bmh7e0imfx2d!nd_dft_wlteh_jpg_3,快速转行做产品经理,https://www.xiaohongshu.com/explore/623736770000000001024668?xsec_token=ABhqxxDi_s8P-OPDA1TT7sqmi9uoA1Jv-D4H5yDJAgqLA=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570027158,1742570027029,623883fb000000000102d282,normal,你的简历通过了嘛？,"一个小测试，帮你定位下求职路上的问题。
	
欢迎大家分享答案，更欢迎大家来找我咨询哟！
#简历[话题]#",,1647870971000,1647870972000,10+,10+,10+,9,"http://sns-webpic-qc.xhscdn.com/202503212313/df7e9fe0e3833ccff2e14f7853e3f916/01023l01kq7w8doth02011b0mec0vhjd90!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/6f75d5e8c3239f2dfa654a731fb66825/01023l01kq7w8doth02011b0mec1avi67a!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/5e0c933ab2e2c1aeeac397d2fa4e5d66/01023l01kq7w8doth02011b0mec2hub9ua!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/0a4d29da04944593350d188cf605e181/01023l01kq7w8doth02011b0mec3ez2wx4!nd_dft_wlteh_jpg_3",简历,https://www.xiaohongshu.com/explore/623883fb000000000102d282?xsec_token=ABqJLeXwJrKh6IOiacfy3KqaY_xK8Z72RTkvOugJ9gg2c=&xsec_source=pc_search,
60dc357f000000000101e752,喷子产品经理,https://sns-avatar-qc.xhscdn.com/avatar/6285a981fb9ec6f8acd03134.jpg,,1742570026902,1742570026790,62406dc8000000002103cf35,normal,不会写产品经理简历？,"简历通过是春招上岸的第一个环节，一份好的简历不仅能提升你见到面试官的概率，还能帮助你在面试中能更好的展示自己，提升面试通过率。
那么问题来了，春招到今天为止，你的简历通过率（面试数/简历投递数）如何？见到了几次面试官？
如果通过率偏低，建议停止投递，先复盘下简历中的问题。别浪费宝贵的投递机会
	
#快速转行做产品经理[话题]#",,1648389576000,1648391948000,10+,4,0,1,"http://sns-webpic-qc.xhscdn.com/202503212313/2fde7ec6466599156ac0a9510607ae56/01023r01kq7w8doth02011b50wl1etj85u!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202503212313/e497cbe8a9dbe71a22425741ab597575/01023r01kq7w8doth02011b50wl0kp6225!nd_dft_wlteh_jpg_3",快速转行做产品经理,https://www.xiaohongshu.com/explore/62406dc8000000002103cf35?xsec_token=ABGjZqa9A_dwwr6qjLG6t6ZTfYRce18u5__SXTM0BDlo8=&xsec_source=pc_search,
